category	subject_prefix	predicate	object_prefix	count_star()
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-11	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-12	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-13	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-14	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-15	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-17	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-18	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-20	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-21	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-22	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-23	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-24	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-26	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-27	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-28	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-3	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-4	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-5	biolink:has_phenotype	ZP	13
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-6	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160310-9	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160311-2	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160314-2	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160314-3	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160314-4	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160314-5	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160314-6	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160314-7	biolink:has_phenotype	ZP	13
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160314-8	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160315-1	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160315-5	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160316-1	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160316-2	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160316-3	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160316-4	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160316-5	biolink:has_phenotype	ZP	7
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160317-10	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160317-12	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160317-13	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160317-7	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160317-8	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160317-9	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160321-1	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160323-1	biolink:has_phenotype	ZP	13
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160323-2	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160323-3	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160324-10	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160324-11	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160324-12	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160324-2	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160324-3	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160324-5	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160324-6	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160324-7	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160324-8	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160324-9	biolink:has_phenotype	ZP	7
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160325-10	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160325-11	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160325-12	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160325-15	biolink:has_phenotype	ZP	18
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160325-3	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160325-4	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160325-5	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160325-6	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160325-7	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160325-9	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160328-1	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160328-3	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160328-4	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160328-5	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160328-6	biolink:has_phenotype	ZP	15
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160328-7	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160329-1	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160329-10	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160329-2	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160329-3	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160329-4	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160329-5	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160329-7	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160329-9	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160330-10	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160330-13	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160330-14	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160330-15	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160330-16	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160330-3	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160330-4	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160330-5	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160330-6	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160331-3	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160331-4	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160405-8	biolink:has_phenotype	ZP	7
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160406-1	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160407-4	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160407-5	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160407-6	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160407-7	biolink:has_phenotype	ZP	22
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160411-1	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160411-3	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160411-4	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-1	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-10	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-11	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-12	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-13	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-2	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-3	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-4	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-5	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-6	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-7	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-8	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160412-9	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-10	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-11	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-12	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-13	biolink:has_phenotype	ZP	18
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-14	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-15	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-16	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-19	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-3	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-4	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-5	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-6	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-7	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-8	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160413-9	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160414-3	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160414-4	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160414-6	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160414-7	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-1	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-10	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-12	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-13	biolink:has_phenotype	ZP	15
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-14	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-15	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-16	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-17	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-18	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-2	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-20	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-21	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-22	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-3	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-7	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-8	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160415-9	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160418-5	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160420-1	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160420-2	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160420-3	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160421-1	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160421-3	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160421-4	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160421-5	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160421-9	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160422-1	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160422-2	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160422-3	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160422-4	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160422-5	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160426-12	biolink:has_phenotype	ZP	35
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160426-3	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160427-10	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160427-4	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160427-5	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160427-6	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160427-7	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160427-9	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160428-1	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160428-5	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160428-6	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-1	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-10	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-11	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-13	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-14	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-15	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-16	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-17	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-18	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-19	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-2	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-20	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-21	biolink:has_phenotype	ZP	9
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-22	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-23	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-24	biolink:has_phenotype	ZP	12
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-25	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-28	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-3	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-30	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-31	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-32	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-4	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-5	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-6	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-7	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-8	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160429-9	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160502-1	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160502-2	biolink:has_phenotype	ZP	14
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160502-3	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160502-4	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160502-7	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160502-8	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160503-1	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160504-1	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160504-2	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160509-1	biolink:has_phenotype	ZP	7
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160509-2	biolink:has_phenotype	ZP	9
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160509-5	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160509-6	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160510-7	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160511-10	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160511-11	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160511-5	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160511-6	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160511-7	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160511-9	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160512-1	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160512-2	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160512-3	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160512-5	biolink:has_phenotype	ZP	15
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160512-6	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160512-7	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160512-8	biolink:has_phenotype	ZP	17
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160513-1	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160513-10	biolink:has_phenotype	ZP	12
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160513-3	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160513-4	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160513-7	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160513-8	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160517-11	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160517-12	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160517-6	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160517-7	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160517-8	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160517-9	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160518-1	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160518-2	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160518-3	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160518-4	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160518-5	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160518-6	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160518-7	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160518-9	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-160519-1	biolink:has_phenotype	ZP	4
